CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U92412AN2018PTC005391,DEGREE CELSIUS TOURISM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-01-2018,Andaman and Nicobar Islands,200000,200000,`92412,"Community, personal & Social Services","New Pahargaon, Near Ganesh Temple SPS Store, Garacharma Post,South Andaman Port Blair Andaman Islands AN IN 744105",RCAND,cam.rat10@gmail.com,NA,NA
U92419AN1996PTC000051,ANDAMAN ADVENTURE SPORTS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,19-04-1996,Andaman and Nicobar Islands,1000000,10000,`92419,"Community, personal & Social Services",10 M G Road Port Blair AN IN 744101,RoC-Chennai,NA,NA,NA
U92419AN2000PTC000063,ANDAMAN SCUBA CLUB PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,21-06-2000,Andaman and Nicobar Islands,1000000,7100,`92419,"Community, personal & Social Services",South Point Port Blair South Andaman AN IN 744101,RoC-Chennai,NA,NA,NA
U92419AN2016OPC000280,HIGH SEAS SPORTS CLUB PRIVATE LIMITED (OPC),Active,Private(One Person Company),Company limited by Shares,Non-govt company,05-02-2016,Andaman and Nicobar Islands,1000000,100000,`92419,"Community, personal & Social Services","SURVEY NO. 557/2/1, BUNIYADABAD, WARD NO. 8, HADDO PORT BLAIR AN IN 744102",RoC-Chennai,DRYMBEI@GMAIL.COM,31-03-2016,31-03-2016
U92419AN2017PTC005365,STARFISH ADVENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-09-2017,Andaman and Nicobar Islands,500000,100000,`92419,"Community, personal & Social Services","Opposite Tamizhar Sangam, Quarry Hill, 70 MB, Port Blair, South Andaman Port Blair Andaman Islands AN IN 744101",RCAND,tauseefrasheed21@gmail.com,NA,NA
U92490AN2016PTC005303,KP GAMES AND EATERIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-06-2016,Andaman and Nicobar Islands,2000000,100000,`92490,"Community, personal & Social Services",SCHOOL LINE SOUTH ANDAMAN PORT BLAIR Andaman Islands AN IN 744103,RCAND,babu.badat@gmail.com,NA,NA
U92490AN2017PTC005340,DIVEINDIA EXPLORER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-2017,Andaman and Nicobar Islands,500000,100000,`92490,"Community, personal & Social Services","Dive India, Neil Kendra Neil Island South Andaman Port Blair Andaman Islands AN IN 744104",RCAND,vnairi09@gmail.com,NA,NA
U93000AN2008PTC000106,ANDAMAN ISLAND TRAVELS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-12-2008,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services","14/4 SHOP NO.3 J N ROAD ,GOAL GHAR PORT BLAIR AN IN 744102",RoC-Chennai,CONTACT@ANDAMANISLAND.IN,31-03-2017,31-03-2017
U93000AN2009PTC000113,ANDAMAN ESCAPADES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-05-2009,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services","173/1,11-1 WARD NO.11 PORT BLAIR AN IN 744101",RoC-Chennai,ROC@VLP.CO.IN,31-03-2016,31-03-2016
U93000AN2011PTC000152,BIZ PACKERS AND MOVERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-03-2011,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services","Kripanand Colony , School Line Port Blair AN IN 744103",RoC-Chennai,BIZPACKERS2011@GMAIL.COM,31-03-2017,31-03-2017
U93000AN2011PTC000156,KUBER DHANMANTHAN MULTI LEVEL MARKETING(INDIA) PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,12-05-2011,Andaman and Nicobar Islands,500000,100000,`93000,"Community, personal & Social Services",C/O Sangam tailors haddo Port Blair Andaman Islands AN IN 744102,RoC-Chennai,efiling.chanakya@gmail.com,NA,NA
U93000AN2011PTC000157,INCREDIBLE ANDAMAN TOURISM (INDIA) PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-05-2011,Andaman and Nicobar Islands,500000,100000,`93000,"Community, personal & Social Services",14/4 J N ROAD GOALGHAR PORT BLAIR AN IN 744102,RoC-Chennai,ROC@VLP.COM.IN,31-03-2017,31-03-2017
U93000AN2011PTC000158,PGK EDUCATIONAL SERVICES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,07-06-2011,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services","PGK Educational Services Private Limited Gurudwara Line, Near Khalasa Public School Port Blair Andaman Islands AN IN 744101",RoC-Chennai,pragatiandaman@gmail.com,NA,NA
U93000AN2011PTC000161,PATROL MOBILE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,02-09-2011,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services",1 BATHUBASTHI PORT BLAIR Andaman Islands AN IN 744103,RoC-Chennai,CA.PATEL@VLP.CO.IN,NA,NA
U93000AN2011PTC000164,HAVELOCK ISLAND BEACH RESORT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-09-2011,Andaman and Nicobar Islands,500000,100000,`93000,"Community, personal & Social Services",14/4 SHOP NO 3 J N ROAD PORT BLAIR AN IN 744102,RoC-Chennai,CONTACT@ANADAMANISLAND.IN,31-03-2017,31-03-2017
U93000AN2013PTC000192,ANDAMAN ECSTASY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-04-2013,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services",ROOM NO 12 MARATHOMA CHURCH COMPLEX GOALGHAR PORT BLAIR Andaman Islands AN IN 744102,RoC-Chennai,esctasyandaman@gmail.com,31-03-2017,31-03-2017
U93000AN2013PTC000208,ANDAMAN SEA KING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-09-2013,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services","MESHACK MARKET, 2ND FLOOR ABERDEEN BAZAR PORT BLAIR Andaman Islands AN IN 744101",RoC-Chennai,mallickconsultancy@gmail.com,NA,NA
U93000AN2013PTC000210,ORCHESTRATE HOLIDAY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-09-2013,Andaman and Nicobar Islands,100000,100000,`93000,"Community, personal & Social Services",125 MG ROAD GOALGHAR PORT BLAIR Andaman Islands AN IN 744103,RoC-Chennai,ROC@VLP.CO.IN,NA,NA
U93090AN2017PTC005334,ANDAMAN SCRIBES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-01-2017,Andaman and Nicobar Islands,2400000,850000,`93090,"Community, personal & Social Services",BATHUBASTI GARACHARMA PORT BLAIR Andaman Islands AN IN 744105,RCAND,ONJAISWAL@GMAIL.COM,31-03-2017,31-03-2017
U93090AN2017PTC005349,NANDANAM COMMUNICATION & AUTOTRADE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-04-2017,Andaman and Nicobar Islands,1000000,100000,`93090,"Community, personal & Social Services",LOKNATH HSG COLONY D/G PORT BLAIR SOUTH ANDAMAN Andaman Islands AN IN 744103,RCAND,RAHULN033@GMAIL.COM,NA,NA
U93090AN2017PTC005374,ANDAMAN XTASEA EVENTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-10-2017,Andaman and Nicobar Islands,100000,10000,`93090,"Community, personal & Social Services",123 MG ROAD JANTA DALL BUILDING 2ND FLOOR GOAL GHAR PORT BLAIR SOUTH ANDAMAN Andaman Islands AN IN 744101,RoC-Chennai,ecstasyeventspvt.ltd@gmail.com,NA,NA
U74120AN2015PTC000277,DIVE MANTRA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-11-2015,Andaman and Nicobar Islands,1000000,100000,`74120,Business Services,"02 FORESHORE ROAD, NEAR CHATHAM POLICE STATION HADDO PO, VILLAGE HADDO, SOUTH ANDAMAN PORT BLAIR Andaman Islands AN IN 744102",RoC-Chennai,ROC@VLP.CO.IN,31-03-2016,31-03-2016
U75111AN2016GOI005309,PORT BLAIR SMART PROJECTS LIMITED,Active,Public,Company limited by Shares,Union Govt company,27-07-2016,Andaman and Nicobar Islands,10000000,1000000,`75111,"Community, personal & Social Services","PBMC, CRC BUILDING DAIRYFARM, PORT BLAIR PORT BLAIR Andaman Islands AN IN 744103",RoC-Chennai,smartcityportblair@gmail.com,NA,NA
